-5.000000000000000000e-01	3.551447989634293143e-23
-4.997558593750000000e-01	7.328363558117931169e-23
-4.995117187500000000e-01	1.108590678703345926e-22
-4.992675781250000000e-01	1.481236586893844548e-22
-4.990234375000000000e-01	1.849263892734974084e-22
-4.987792968750000000e-01	2.211063914460380695e-22
-4.985351562500000000e-01	2.565264962505723811e-22
-4.982910156250000000e-01	2.910879739832976726e-22
-4.980468750000000000e-01	3.247141194240680629e-22
-4.978027343750000000e-01	3.573168269274478668e-22
-4.975585937500000000e-01	3.887748017676455777e-22
-4.973144531250000000e-01	4.189422185329232987e-22
-4.970703125000000000e-01	4.476808001826114368e-22
-4.968261718750000000e-01	4.748884041033363533e-22
-4.965820312500000000e-01	5.005001769109884469e-22
-4.963378906250000000e-01	5.244616643716483641e-22
-4.960937500000000000e-01	5.466971162654691950e-22
-4.958496093750000000e-01	5.671003207693783990e-22
-4.956054687500000000e-01	5.855561376650254933e-22
-4.953613281250000000e-01	6.019747533475667664e-22
-4.951171875000000000e-01	6.163097870936234047e-22
-4.948730468750000000e-01	6.285450225672555030e-22
-4.946289062500000000e-01	6.386611475664399491e-22
-4.943847656250000000e-01	6.466108476035387610e-22
-4.941406250000000000e-01	6.523234845486600985e-22
-4.938964843750000000e-01	6.557354299579347015e-22
-4.936523437500000000e-01	6.568202955636719601e-22
-4.934082031250000000e-01	6.555933753269138968e-22
-4.931640625000000000e-01	6.520865411300955359e-22
-4.929199218750000000e-01	6.463149853847667864e-22
-4.926757812500000000e-01	6.382641856197937733e-22
-4.924316406250000000e-01	6.279083166497428423e-22
-4.921875000000000000e-01	6.152446107774983247e-22
-4.919433593750000000e-01	6.003145808470369350e-22
-4.916992187500000000e-01	5.831941400427690830e-22
-4.914550781250000000e-01	5.639610449424658515e-22
-4.912109375000000000e-01	5.426673268288010489e-22
-4.909667968750000000e-01	5.193400969665413490e-22
-4.907226562500000000e-01	4.940099366209215556e-22
-4.904785156250000000e-01	4.667425585298894546e-22
-4.902343750000000000e-01	4.376465662212864118e-22
-4.899902343750000000e-01	4.068503988638043348e-22
-4.897460937500000000e-01	3.744677267670518874e-22
-4.895019531250000000e-01	3.405803999264585159e-22
-4.892578125000000000e-01	3.052531649304822199e-22
-4.890136718750000000e-01	2.685673863767387460e-22
-4.887695312500000000e-01	2.306448646799112027e-22
-4.885253906250000000e-01	1.916412671436973901e-22
-4.882812500000000000e-01	1.517145364069351274e-22
-4.880371093750000000e-01	1.109949398089199682e-22
-4.877929687500000000e-01	6.958205229997736547e-23
-4.875488281250000000e-01	2.757106599225745024e-23
-4.873046875000000000e-01	-1.491415425114479691e-23
-4.870605468750000000e-01	-5.770965748809045458e-23
-4.868164062500000000e-01	-1.006317022266274438e-22
-4.865722656250000000e-01	-1.435119277406546121e-22
-4.863281250000000000e-01	-1.862179522615164289e-22
-4.860839843750000000e-01	-2.286423545032880057e-22
-4.858398437500000000e-01	-2.706698915657328830e-22
-4.855957031250000000e-01	-3.121513313889125847e-22
-4.853515625000000000e-01	-3.529066680315669470e-22
-4.851074218750000000e-01	-3.927554920375346651e-22
-4.848632812500000000e-01	-4.315491489763158336e-22
-4.846191406250000000e-01	-4.691777235502149182e-22
-4.843750000000000000e-01	-5.055462197921081609e-22
-4.841308593750000000e-01	-5.405404564185896798e-22
-4.838867187500000000e-01	-5.740119324380770908e-22
-4.836425781250000000e-01	-6.057947982690066441e-22
-4.833984375000000000e-01	-6.357407776888593311e-22
-4.831542968750000000e-01	-6.637426226780143198e-22
-4.829101562500000000e-01	-6.897264361672003058e-22
-4.826660156250000000e-01	-7.136196922437481851e-22
-4.824218750000000000e-01	-7.353224973234123015e-22
-4.821777343750000000e-01	-7.547069401354667852e-22
-4.819335937500000000e-01	-7.716455359003835122e-22
-4.816894531250000000e-01	-7.860450318993673863e-22
-4.814453125000000000e-01	-7.978572431543046237e-22
-4.812011718750000000e-01	-8.070580592336699311e-22
-4.809570312500000000e-01	-8.136127725419452367e-22
-4.807128906250000000e-01	-8.174574666151555580e-22
-4.804687500000000000e-01	-8.185125052041747680e-22
-4.802246093750000000e-01	-8.167168100366058812e-22
-4.799804687500000000e-01	-8.120538626339390960e-22
-4.797363281250000000e-01	-8.045473266258674516e-22
-4.794921875000000000e-01	-7.942299702967824301e-22
-4.792480468750000000e-01	-7.811122673042190989e-22
-4.790039062500000000e-01	-7.651773582869164939e-22
-4.787597656250000000e-01	-7.464066819113895113e-22
-4.785156250000000000e-01	-7.248145307078059396e-22
-4.782714843750000000e-01	-7.004622017633425065e-22
-4.780273437500000000e-01	-6.734397578747205024e-22
-4.777832031250000000e-01	-6.438309585088602397e-22
-4.775390625000000000e-01	-6.116912426355539061e-22
-4.772949218750000000e-01	-5.770575503420294493e-22
-4.770507812500000000e-01	-5.399816674383438397e-22
-4.768066406250000000e-01	-5.005587033498534828e-22
-4.765625000000000000e-01	-4.589263517321787012e-22
-4.763183593750000000e-01	-4.152353313355582933e-22
-4.760742187500000000e-01	-3.696158425186423969e-22
-4.758300781250000000e-01	-3.221682253951588709e-22
-4.755859375000000000e-01	-2.729854034250213307e-22
-4.753417968750000000e-01	-2.221876420042453989e-22
-4.750976562500000000e-01	-1.699396486421963843e-22
-4.748535156250000000e-01	-1.164350375746605200e-22
-4.746093750000000000e-01	-6.186094553306317340e-23
-4.743652343750000000e-01	-6.372511866704439992e-24
-4.741210937500000000e-01	4.990138814464321750e-23
-4.738769531250000000e-01	1.068262964911436717e-22
-4.736328125000000000e-01	1.642315477952845394e-22
-4.733886718750000000e-01	2.219071890089934496e-22
-4.731445312500000000e-01	2.796313831020706601e-22
-4.729003906250000000e-01	3.372053476426746641e-22
-4.726562500000000000e-01	3.944664962664123684e-22
-4.724121093750000000e-01	4.512690173513098371e-22
-4.721679687500000000e-01	5.074488686434850128e-22
-4.719238281250000000e-01	5.628034954373585309e-22
